Time domain signal
Samplerate: 100000 Samples/sec
Col 1 [N]	Model: Hammer PCB 056E80	SerialNr.: 27038	Sensitivity: 0,023300000  [V/N]	PreampGain: 10,0	SensorPosition: Bridge_left_top	
Col 2 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 82951	Sensitivity: 0,000587000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Bridge_left_top	
Col 3 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 82745	Sensitivity: 0,000567000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Bridge_right_top	
Col 4 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 125624	Sensitivity: 0,000545000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Cello Body	
Col 5 [m/s]	Model: Polytec IVS-400	SerialNr.: 0170642	Sensitivity: 40,000000000  [V/m/s]	PreampGain: 1,0	SensorPosition: Bridge_right_top	
DataLines: 114688
Col 1 [N]	Col 2 [m/s^2]	Col 3 [m/s^2]	Col 4 [m/s^2]	Col 5 [m/s]	
0.000545	0.613749	-0.638076	-0.373184	-0.000503
0.001654	0.505434	-0.567115	-0.425135	-0.000540
0.004809	0.308267	-0.718674	-0.497137	-0.000528
-0.002525	0.399657	-0.675747	-0.432426	-0.000575
0.000567	0.456353	-0.602158	-0.439718	-0.000460
0.005811	0.424197	-0.634572	-0.485288	-0.000541
-0.003292	0.542667	-0.674871	-0.487111	-0.000527
-0.000265	0.496125	-0.549594	-0.464326	-0.000610
0.005534	0.501203	-0.656474	-0.488023	-0.000576
-0.003271	0.450430	-0.688888	-0.470706	-0.000474
-0.000990	0.400504	-0.656474	-0.477997	-0.000562
0.002038	0.476663	-0.642457	-0.400527	-0.000524
-0.002695	0.520665	-0.568868	-0.410552	-0.000592
-0.002589	0.399657	-0.690640	-0.586456	-0.000475
-0.002333	0.262571	-0.823801	-0.638407	-0.000557
-0.000137	0.455507	-0.662606	-0.416932	-0.000562
-0.001288	0.567207	-0.569744	-0.390501	-0.000545
0.000993	0.621365	-0.561859	-0.381387	-0.000551
-0.003569	0.427582	-0.712542	-0.514454	-0.000493
-0.003932	0.369194	-0.658226	-0.563670	-0.000578
-0.002098	0.309959	-0.913160	-0.702206	-0.000478
-0.002716	0.466508	-0.652093	-0.447009	-0.000523
-0.006810	0.437737	-0.513676	-0.392324	-0.000515
-0.002205	0.446199	-0.652093	-0.378653	-0.000532
0.000929	0.447045	-0.651217	-0.497137	-0.000429
-0.002183	0.636596	-0.492650	-0.361336	-0.000592
-0.000179	0.499510	-0.606538	-0.415109	-0.000520
0.019412	0.436044	-0.717798	-0.590101	-0.000547
-0.003910	0.363270	-0.736195	-0.570962	-0.000602
0.002123	0.517281	-0.659978	-0.390501	-0.000536
0.010480	0.535897	-0.521560	-0.389590	-0.000506
-0.001011	0.496125	-0.603034	-0.375918	-0.000456
-0.001928	0.404735	-0.683632	-0.568227	-0.000626
0.009435	0.422505	-0.580256	-0.401438	-0.000537
-0.002716	0.512203	-0.563611	-0.368627	-0.000546
0.001057	0.467354	-0.601282	-0.429692	-0.000572
0.010139	0.491048	-0.588141	-0.470706	-0.000570
-0.002034	0.475816	-0.608290	-0.408729	-0.000556
-0.000712	0.436044	-0.625812	-0.433338	-0.000545
0.008796	0.465662	-0.533825	-0.405084	-0.000556
-0.000947	0.573977	-0.465492	-0.352222	-0.000526
0.002166	0.567207	-0.554851	-0.381387	-0.000537
0.006898	0.406427	-0.718674	-0.525391	-0.000550
-0.005765	0.329422	-0.866729	-0.565493	-0.000549
0.000716	0.523204	-0.589017	-0.323056	-0.000540
0.008625	0.581593	-0.483890	-0.332170	-0.000542
-0.004827	0.404735	-0.632820	-0.433338	-0.000555
-0.001437	0.461431	-0.556603	-0.486200	-0.000532
0.008028	0.520665	-0.688888	-0.444275	-0.000593
-0.003953	0.546898	-0.564487	-0.396881	-0.000465
-0.003697	0.463123	-0.553975	-0.349487	-0.000552
0.005108	0.458892	-0.666110	-0.488023	-0.000484
-0.003079	0.442814	-0.655598	-0.479820	-0.000518
-0.003889	0.562130	-0.678375	-0.511720	-0.000541
0.005427	0.506280	-0.546966	-0.334905	-0.000572
-0.000926	0.554514	-0.563611	-0.415109	-0.000505
-0.001992	0.634904	-0.505791	-0.354956	-0.000516
0.004745	0.604440	-0.556603	-0.343107	-0.000555
-0.000563	0.564668	-0.686260	-0.374096	-0.000489
-0.000606	0.591747	-0.552222	-0.389590	-0.000643
0.003978	0.548590	-0.717798	-0.365893	-0.000503
0.002230	0.514742	-0.558355	-0.395058	-0.000533
-0.001075	0.508819	-0.660854	-0.413287	-0.000602
0.005406	0.526589	-0.587265	-0.410552	-0.000532
-0.000499	0.445353	-0.708161	-0.548176	-0.000490
-0.003505	0.375963	-0.715170	-0.556379	-0.000496
0.005129	0.568899	-0.558355	-0.344930	-0.000463
-0.008153	0.603594	-0.502287	-0.385033	-0.000530
-0.001928	0.579054	-0.560107	-0.425135	-0.000579
0.004532	0.475816	-0.630192	-0.397792	-0.000491
0.004468	0.547744	-0.582009	-0.452477	-0.000663
-0.002162	0.531666	-0.623183	-0.429692	-0.000559
0.004297	0.579900	-0.644209	-0.423312	-0.000508
0.005875	0.533359	-0.620555	-0.367716	-0.000583
-0.000606	0.524897	-0.548718	-0.342196	-0.000493
0.003423	0.484278	-0.554851	-0.420578	-0.000595
0.002507	0.447891	-0.659978	-0.553645	-0.000474
-0.002674	0.457200	-0.695020	-0.491668	-0.000624
0.000268	0.476663	-0.667863	-0.416021	-0.000588
0.003295	0.529974	-0.629316	-0.416021	-0.000567
-0.002930	0.518127	-0.720426	-0.449743	-0.000454
-0.010988	0.497818	-0.704657	-0.449743	-0.000460
0.002933	0.499510	-0.645961	-0.493491	-0.000583
-0.002652	0.399657	-0.744956	-0.570050	-0.000504
-0.006788	0.379348	-0.689764	-0.497137	-0.000529
0.001974	0.451276	-0.616175	-0.427869	-0.000519
-0.000734	0.497818	-0.589017	-0.459769	-0.000496
-0.000499	0.582439	-0.576752	-0.454300	-0.000560
0.002869	0.600209	-0.455856	-0.301182	-0.000570
0.000247	0.499510	-0.677499	-0.455212	-0.000457
-0.003846	0.353116	-0.696773	-0.611976	-0.000468
0.001121	0.331114	-0.758973	-0.564582	-0.000537
0.003637	0.495279	-0.514552	-0.460680	-0.000497
0.002059	0.595132	-0.594273	-0.331259	-0.000478
0.003956	0.613749	-0.521560	-0.356779	-0.000512
0.002485	0.469047	-0.661730	-0.533594	-0.000519
-0.001757	0.322652	-0.787007	-0.570050	-0.000465
0.001654	0.381041	-0.694144	-0.477086	-0.000598
0.007133	0.558745	-0.638953	-0.424224	-0.000516
-0.001480	0.483432	-0.702905	-0.468883	-0.000547
0.001462	0.485125	-0.635448	-0.442452	-0.000639
0.007858	0.584977	-0.611795	-0.349487	-0.000471
-0.001032	0.507972	-0.569744	-0.461592	-0.000593
0.001483	0.447891	-0.758973	-0.492580	-0.000479
0.003935	0.467354	-0.678375	-0.551822	-0.000573
-0.002205	0.407273	-0.539081	-0.539062	-0.000469
0.000055	0.511357	-0.547842	-0.431515	-0.000544
0.004745	0.375117	-0.553975	-0.488934	-0.000452
-0.004145	0.307420	-0.737071	-0.556379	-0.000469
-0.004060	0.361578	-0.744956	-0.467060	-0.000486
0.005427	0.458046	-0.633696	-0.491668	-0.000518
-0.002652	0.453815	-0.642457	-0.464326	-0.000466
-0.004742	0.506280	-0.602158	-0.455212	-0.000504
0.003125	0.611210	-0.637200	-0.386855	-0.000536
-0.000414	0.498664	-0.515428	-0.421489	-0.000495
-0.006554	0.414043	-0.726559	-0.546353	-0.000649
0.001334	0.368348	-0.619679	-0.518100	-0.000484
0.001228	0.524050	-0.496154	-0.383210	-0.000534
-0.024589	0.493587	-0.563611	-0.407818	-0.000521
0.004489	0.512203	-0.534701	-0.224623	-0.000487
0.000972	0.483432	-0.536453	-0.395970	-0.000531
-0.014207	0.518973	-0.624059	-0.430603	-0.000634
0.001313	0.440275	-0.694144	-0.542708	-0.000614
0.002102	0.543513	-0.545214	-0.391412	-0.000525
0.004958	0.526589	-0.538205	-0.372273	-0.000567
0.003850	0.447045	-0.608290	-0.391412	-0.000510
0.003231	0.354808	-0.688012	-0.488934	-0.000494
-0.009432	0.437737	-0.646837	-0.437895	-0.000523
0.002251	0.417428	-0.651217	-0.429692	-0.000633
0.007026	0.500356	-0.572372	-0.441540	-0.000550
-0.004060	0.368348	-0.631944	-0.436072	-0.000536
-0.001693	0.348885	-0.836942	-0.695826	-0.000549
0.005939	0.521512	-0.658226	-0.528125	-0.000494
-0.007449	0.356501	-0.676623	-0.545442	-0.000617
0.001355	0.496125	-0.541710	-0.405995	-0.000519
0.005129	0.434352	-0.617051	-0.521745	-0.000611
-0.005317	0.477509	-0.663482	-0.462503	-0.000550
-0.000329	0.462277	-0.668739	-0.460680	-0.000586
0.003146	0.491048	-0.608290	-0.404172	-0.000506
-0.007385	0.371732	-0.673119	-0.492580	-0.000521
-0.002418	0.431813	-0.638076	-0.446098	-0.000562
-0.000158	0.343807	-0.768610	-0.536328	-0.000499
-0.002077	0.406427	-0.619679	-0.447009	-0.000516
-0.001437	0.424197	-0.589017	-0.465237	-0.000474
0.001569	0.428429	-0.734443	-0.575519	-0.000571
-0.004955	0.422505	-0.657350	-0.529948	-0.000505
0.004319	0.502895	-0.677499	-0.498048	-0.000570
-0.001054	0.486817	-0.749336	-0.492580	-0.000537
-0.003036	0.495279	-0.548718	-0.514454	-0.000511
0.002549	0.553668	-0.537329	-0.512631	-0.000461
0.001547	0.518127	-0.687136	-0.425135	-0.000481
0.001206	0.523204	-0.604786	-0.447920	-0.000558
0.005129	0.530820	-0.553975	-0.371361	-0.000515
-0.001011	0.357347	-0.695897	-0.454300	-0.000548
0.001185	0.483432	-0.657350	-0.460680	-0.000567
0.003082	0.571438	-0.638076	-0.328525	-0.000555
0.000098	0.460585	-0.557479	-0.324879	-0.000495
0.001761	0.475816	-0.557479	-0.498048	-0.000528
0.001313	0.460585	-0.628440	-0.390501	-0.000522
-0.001565	0.444507	-0.710790	-0.524479	-0.000506
0.000162	0.468200	-0.614423	-0.487111	-0.000564
0.002997	0.625596	-0.457608	-0.338550	-0.000548
-0.000435	0.420813	-0.609166	-0.416021	-0.000527
0.004660	0.389503	-0.607414	-0.513542	-0.000509
-0.002077	0.541821	-0.620555	-0.476174	-0.000584
0.000737	0.570592	-0.584637	-0.310296	-0.000493
0.002571	0.474124	-0.697649	-0.549999	-0.000593
-0.000350	0.513896	-0.610042	-0.478909	-0.000588
-0.002631	0.415735	-0.771238	-0.490757	-0.000524
0.002357	0.450430	-0.643333	-0.456123	-0.000541
-0.002141	0.416582	-0.596025	-0.460680	-0.000510
-0.003846	0.370886	-0.651217	-0.484377	-0.000501
0.003594	0.502049	-0.651217	-0.419666	-0.000531
-0.001800	0.384426	-0.690640	-0.625647	-0.000591
-0.006895	0.345500	-0.714294	-0.514454	-0.000484
0.004170	0.506280	-0.584637	-0.415109	-0.000492
0.002336	0.569746	-0.557479	-0.360424	-0.000439
-0.005296	0.502049	-0.667863	-0.339462	-0.000510
-0.000052	0.345500	-0.796644	-0.580987	-0.000472
0.001057	0.513050	-0.567115	-0.492580	-0.000503
-0.009666	0.502049	-0.535577	-0.365893	-0.000538
0.001761	0.513050	-0.604786	-0.496225	-0.000514
0.001142	0.436044	-0.694144	-0.575519	-0.000598
-0.003697	0.420813	-0.685384	-0.497137	-0.000525
0.001483	0.397119	-0.652969	-0.465237	-0.000530
0.001419	0.477509	-0.646837	-0.528125	-0.000544
-0.000116	0.528281	-0.532073	-0.465237	-0.000527
0.002549	0.447045	-0.499659	-0.431515	-0.000659
-0.000137	0.452969	-0.661730	-0.488934	-0.000531
-0.004976	0.398811	-0.667863	-0.581899	-0.000471
-0.000179	0.416582	-0.780874	-0.568227	-0.000498
0.004660	0.419966	-0.691516	-0.544531	-0.000555
-0.005616	0.386118	-0.739700	-0.602861	-0.000532
0.000012	0.432660	-0.618803	-0.506251	-0.000681
0.005214	0.493587	-0.570620	-0.386855	-0.000531
-0.004060	0.447045	-0.634572	-0.488934	-0.000687
-0.000286	0.497818	-0.661730	-0.497137	-0.000514
0.000673	0.430121	-0.645961	-0.571873	-0.000547
-0.004337	0.458046	-0.587265	-0.491668	-0.000525
0.000119	0.515588	-0.606538	-0.484377	-0.000493
0.003551	0.463123	-0.738824	-0.514454	-0.000551
-0.006660	0.319267	-0.727435	-0.639318	-0.000566
-0.003356	0.345500	-0.815041	-0.640229	-0.000574
0.002443	0.418274	-0.673119	-0.518100	-0.000511
-0.003846	0.545206	-0.548718	-0.381387	-0.000601
0.000226	0.486817	-0.442715	-0.355867	-0.000510
0.003487	0.537590	-0.605662	-0.423312	-0.000518
-0.001928	0.441968	-0.523312	-0.473440	-0.000470
-0.006234	0.480047	-0.470749	-0.424224	-0.000532
0.000631	0.384426	-0.583761	-0.483466	-0.000523
-0.003292	0.377656	-0.635448	-0.489846	-0.000521
-0.001693	0.304036	-0.649465	-0.652989	-0.000600
0.003274	0.428429	-0.629316	-0.406907	-0.000547
0.009414	0.469047	-0.544338	-0.511720	-0.000576
-0.002183	0.555360	-0.589893	-0.442452	-0.000505
0.001014	0.513896	-0.621431	-0.489846	-0.000553
0.001355	0.462277	-0.671367	-0.549999	-0.000580
-0.000073	0.408119	-0.666986	-0.599216	-0.000603
0.003018	0.540128	-0.529445	-0.391412	-0.000483
0.005342	0.583285	-0.453227	-0.349487	-0.000532
-0.002290	0.442814	-0.635448	-0.552733	-0.000519
0.000460	0.426736	-0.614423	-0.536328	-0.000533
0.008838	0.357347	-0.718674	-0.548176	-0.000536
-0.003079	0.482586	-0.663482	-0.503517	-0.000521
0.002528	0.584131	-0.476005	-0.418755	-0.000510
0.006898	0.455507	-0.656474	-0.528125	-0.000479
-0.002844	0.486817	-0.620555	-0.510808	-0.000501
0.000055	0.443660	-0.746708	-0.558202	-0.000539
0.005044	0.365809	-0.619679	-0.568227	-0.000532
-0.003058	0.371732	-0.632820	-0.455212	-0.000564
-0.000627	0.462277	-0.601282	-0.491668	-0.000532
0.005171	0.402196	-0.637200	-0.447920	-0.000601
-0.002759	0.370886	-0.631944	-0.566405	-0.000449
-0.002652	0.359039	-0.655598	-0.462503	-0.000495
0.004852	0.473278	-0.567115	-0.484377	-0.000544
-0.002652	0.407273	-0.651217	-0.495314	-0.000513
-0.003889	0.445353	-0.553975	-0.479820	-0.000477
0.002549	0.372579	-0.722178	-0.478909	-0.000512
-0.000201	0.452969	-0.571496	-0.436072	-0.000524
-0.004742	0.491894	-0.576752	-0.437895	-0.000581
0.002208	0.356501	-0.565363	-0.412375	-0.000607
0.000311	0.496972	-0.514552	-0.388678	-0.000535
-0.008814	0.513050	-0.543462	-0.488023	-0.000563
0.002741	0.439429	-0.597778	-0.526302	-0.000510
0.003637	0.627288	-0.466368	-0.319411	-0.000617
-0.000286	0.599363	-0.520684	-0.343107	-0.000558
-0.002866	0.550283	-0.537329	-0.356779	-0.000514
0.003871	0.455507	-0.532073	-0.470706	-0.000522
-0.002397	0.500356	-0.519808	-0.452477	-0.000507
-0.000819	0.526589	-0.545214	-0.397792	-0.000564
0.005065	0.562130	-0.560107	-0.396881	-0.000576
-0.001928	0.474970	-0.515428	-0.487111	-0.000617
-0.001331	0.459738	-0.596902	-0.496225	-0.000578
-0.006255	0.517281	-0.610919	-0.483466	-0.000542
-0.003804	0.493587	-0.573248	-0.410552	-0.000536
-0.004358	0.458892	-0.563611	-0.553645	-0.000625
0.007900	0.504587	-0.542586	-0.431515	-0.000585
-0.002397	0.447045	-0.529445	-0.510808	-0.000567
-0.001736	0.475816	-0.421689	-0.361336	-0.000548
0.023570	0.462277	-0.601282	-0.589190	-0.000515
-0.004614	0.375117	-0.724807	-0.644787	-0.000575
-0.003761	0.375963	-0.676623	-0.506251	-0.000536
0.011333	0.557899	-0.580256	-0.436983	-0.000676
-0.004678	0.349731	-0.661730	-0.442452	-0.000534
-0.004742	0.462277	-0.672243	-0.494403	-0.000531
0.009286	0.544359	-0.427822	-0.413287	-0.000471
-0.004315	0.418274	-0.704657	-0.490757	-0.000525
-0.005040	0.430121	-0.624936	-0.441540	-0.000586
0.008689	0.516434	-0.555727	-0.342196	-0.000584
-0.002844	0.468200	-0.487394	-0.461592	-0.000602
-0.006511	0.377656	-0.706409	-0.472529	-0.000560
0.005449	0.452122	-0.634572	-0.492580	-0.000608
-0.002631	0.340423	-0.726559	-0.500783	-0.000532
-0.010455	0.462277	-0.605662	-0.417844	-0.000506
0.004937	0.546052	-0.630192	-0.419666	-0.000558
-0.000435	0.458046	-0.511048	-0.464326	-0.000603
-0.004081	0.430967	-0.673119	-0.488023	-0.000501
0.002293	0.338730	-0.639829	-0.560936	-0.000643
0.000631	0.410658	-0.611795	-0.485288	-0.000604
-0.001181	0.485125	-0.536453	-0.480731	-0.000570
0.002400	0.422505	-0.573248	-0.397792	-0.000618
0.001569	0.540975	-0.589893	-0.340373	-0.000474
-0.002077	0.505434	-0.511924	-0.412375	-0.000543
0.002208	0.370886	-0.703781	-0.565493	-0.000541
-0.010434	0.434352	-0.595149	-0.430603	-0.000564
-0.003356	0.515588	-0.583761	-0.478909	-0.000523
0.000993	0.357347	-0.590769	-0.438806	-0.000529
0.004127	0.325191	-0.649465	-0.517188	-0.000565
-0.002951	0.489356	-0.503163	-0.469794	-0.000607
0.003637	0.475816	-0.645961	-0.507163	-0.000634
0.004724	0.527435	-0.622307	-0.341285	-0.000515
-0.001544	0.628134	-0.419937	-0.370450	-0.000574
0.000226	0.431813	-0.731815	-0.453389	-0.000473
0.002464	0.366655	-0.666986	-0.600127	-0.000449
-0.003548	0.398811	-0.652969	-0.445186	-0.000511
0.001718	0.568053	-0.503163	-0.426046	-0.000590
0.003530	0.474970	-0.567115	-0.510808	-0.000519
-0.002397	0.515588	-0.603910	-0.524479	-0.000505
0.000396	0.563822	-0.532073	-0.458857	-0.000483
0.003615	0.475816	-0.507543	-0.461592	-0.000536
-0.002183	0.359885	-0.650341	-0.596481	-0.000566
-0.003910	0.466508	-0.644209	-0.465237	-0.000498
0.000055	0.356501	-0.616175	-0.423312	-0.000637
0.001142	0.477509	-0.491774	-0.534505	-0.000527
0.000822	0.486817	-0.525065	-0.328525	-0.000611
-0.001693	0.351423	-0.684508	-0.622913	-0.000500
-0.000990	0.384426	-0.591645	-0.606507	-0.000544
0.001547	0.537590	-0.519808	-0.468883	-0.000514
0.001185	0.460585	-0.566239	-0.430603	-0.000512
0.005470	0.516434	-0.509295	-0.395058	-0.000504
0.003253	0.507972	-0.587265	-0.518100	-0.000494
0.005704	0.575669	-0.554851	-0.380475	-0.000560
0.002805	0.442814	-0.619679	-0.494403	-0.000489
-0.000201	0.480047	-0.611795	-0.455212	-0.000580
-0.000393	0.383579	-0.649465	-0.466149	-0.000520
-0.009581	0.355654	-0.656474	-0.545442	-0.000519
0.005129	0.500356	-0.610042	-0.517188	-0.000520
0.001036	0.470739	-0.571496	-0.385033	-0.000551
0.005534	0.393734	-0.537329	-0.492580	-0.000540
-0.002674	0.424197	-0.555727	-0.512631	-0.000514
-0.001267	0.423351	-0.646837	-0.455212	-0.000466
0.006536	0.362424	-0.561859	-0.466149	-0.000521
0.000012	0.588362	-0.463740	-0.277485	-0.000567
-0.001714	0.458046	-0.643333	-0.429692	-0.000500
0.006323	0.432660	-0.616175	-0.467972	-0.000617
-0.002631	0.491048	-0.631944	-0.456123	-0.000540
0.000353	0.617133	-0.535577	-0.322145	-0.000554
0.004276	0.365809	-0.612671	-0.455212	-0.000540
-0.002354	0.461431	-0.653846	-0.556379	-0.000573
0.004383	0.491048	-0.716922	-0.458857	-0.000554
0.007730	0.554514	-0.558355	-0.369538	-0.000639
-0.003633	0.294727	-0.666986	-0.573696	-0.000599
-0.003825	0.419120	-0.645085	-0.552733	-0.000569
0.003722	0.500356	-0.626688	-0.451566	-0.000538
0.000759	0.453815	-0.545214	-0.406907	-0.000509
-0.006895	0.482586	-0.602158	-0.443363	-0.000575
0.003892	0.484278	-0.595149	-0.411464	-0.000520
0.001206	0.486817	-0.569744	-0.434249	-0.000627
-0.000691	0.369194	-0.619679	-0.421489	-0.000546
0.002848	0.568053	-0.530321	-0.401438	-0.000562
0.003423	0.513896	-0.542586	-0.330348	-0.000516
-0.000904	0.348038	-0.664358	-0.435161	-0.000573
0.002485	0.473278	-0.610919	-0.425135	-0.000546
0.003637	0.513896	-0.536453	-0.394147	-0.000536
0.000460	0.315036	-0.734443	-0.524479	-0.000614
0.002251	0.421659	-0.631944	-0.536328	-0.000510
0.004532	0.558745	-0.447971	-0.243763	-0.000490
-0.001224	0.480047	-0.638953	-0.433338	-0.000561
0.001931	0.452122	-0.594273	-0.415109	-0.000574
0.006195	0.416582	-0.717798	-0.498048	-0.000555
-0.003718	0.339576	-0.655598	-0.523568	-0.000570
0.002890	0.499510	-0.564487	-0.300271	-0.000547
0.007133	0.612056	-0.515428	-0.374096	-0.000489
-0.003633	0.417428	-0.647713	-0.515365	-0.000529
-0.000030	0.341269	-0.869357	-0.580987	-0.000515
0.003850	0.340423	-0.653846	-0.527214	-0.000524
-0.003527	0.416582	-0.645085	-0.471617	-0.000500
-0.002141	0.384426	-0.675747	-0.437895	-0.000583
0.004361	0.397965	-0.605662	-0.434249	-0.000515
-0.002930	0.529974	-0.540834	-0.327613	-0.000516
-0.000776	0.640827	-0.462864	-0.297537	-0.000476
0.004233	0.415735	-0.603910	-0.488023	-0.000608
-0.007279	0.446199	-0.677499	-0.508985	-0.000646
-0.003996	0.492741	-0.674871	-0.557290	-0.000494
-0.000158	0.417428	-0.575000	-0.481643	-0.000517
-0.005317	0.422505	-0.551346	-0.474351	-0.000512
-0.000201	0.547744	-0.517180	-0.405995	-0.000595
0.000567	0.496125	-0.552222	-0.499871	-0.000525
-0.005104	0.420813	-0.660854	-0.486200	-0.000495
-0.002589	0.437737	-0.624059	-0.477086	-0.000504
0.002166	0.502895	-0.497907	-0.466149	-0.000551
-0.001608	0.483432	-0.638953	-0.454300	-0.000576
-0.000371	0.576515	-0.541710	-0.271105	-0.000576
0.002805	0.486817	-0.508419	-0.363159	-0.000548
0.001398	0.502895	-0.596902	-0.482554	-0.000514
-0.002759	0.370886	-0.645961	-0.504428	-0.000479
0.000055	0.421659	-0.623183	-0.415109	-0.000508
0.003466	0.519819	-0.619679	-0.425135	-0.000591
-0.001714	0.466508	-0.589893	-0.451566	-0.000509
-0.000627	0.348885	-0.702905	-0.587367	-0.000586
0.000865	0.468200	-0.702029	-0.539062	-0.000529
-0.002866	0.410658	-0.673995	-0.510808	-0.000594
-0.002375	0.421659	-0.580256	-0.423312	-0.000486
0.001824	0.491894	-0.558355	-0.414198	-0.000626
-0.002866	0.525743	-0.465492	-0.376830	-0.000590
-0.001459	0.468200	-0.687136	-0.391412	-0.000548
0.001824	0.445353	-0.701153	-0.518100	-0.000581
0.003402	0.404735	-0.596025	-0.495314	-0.000667
-0.004166	0.411504	-0.636324	-0.492580	-0.000634
0.000076	0.398811	-0.673995	-0.457035	-0.000563
0.001142	0.408119	-0.590769	-0.465237	-0.000599
-0.005061	0.393734	-0.692392	-0.380475	-0.000608
-0.000137	0.474970	-0.676623	-0.477086	-0.000523
-0.000265	0.500356	-0.508419	-0.400527	-0.000476
-0.006511	0.425890	-0.517180	-0.400527	-0.000474
0.000481	0.419120	-0.585513	-0.417844	-0.000519
0.001867	0.406427	-0.642457	-0.485288	-0.000498
-0.006063	0.360732	-0.686260	-0.516277	-0.000573
-0.000947	0.530820	-0.714294	-0.560025	-0.000460
0.002784	0.453815	-0.617051	-0.428781	-0.000591
-0.002311	0.554514	-0.546090	-0.350399	-0.000530
0.001057	0.484278	-0.581132	-0.371361	-0.000587
0.003658	0.462277	-0.547842	-0.393235	-0.000527
-0.003569	0.506280	-0.613547	-0.345842	-0.000456
0.002016	0.521512	-0.565363	-0.383210	-0.000563
0.005044	0.377656	-0.695897	-0.496225	-0.000459
-0.003121	0.492741	-0.591645	-0.496225	-0.000583
0.002592	0.587516	-0.558355	-0.490757	-0.000537
-0.004635	0.469893	-0.564487	-0.515365	-0.000533
-0.004145	0.401350	-0.682756	-0.527214	-0.000510
0.003722	0.637443	-0.519808	-0.327613	-0.000641
