Time domain signal
Samplerate: 100000 Samples/sec
Col 1 [N]	Model: Hammer PCB 056E80	SerialNr.: 27038	Sensitivity: 0,023300000  [V/N]	PreampGain: 10,0	SensorPosition: Bridge_left_top	
Col 2 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 82951	Sensitivity: 0,000587000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Bridge_left_top	
Col 3 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 82745	Sensitivity: 0,000567000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Bridge_right_top	
Col 4 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 125624	Sensitivity: 0,000545000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Cello Body	
Col 5 [m/s]	Model: Polytec IVS-400	SerialNr.: 0170642	Sensitivity: 40,000000000  [V/m/s]	PreampGain: 1,0	SensorPosition: Bridge_right_top	
DataLines: 114688
Col 1 [N]	Col 2 [m/s^2]	Col 3 [m/s^2]	Col 4 [m/s^2]	Col 5 [m/s]	
-0.019516	-0.613257	-0.572372	-0.895426	-0.000582
-0.017533	-0.510865	-0.520684	-0.827070	-0.000606
-0.022223	-0.615795	-0.625812	-0.944643	-0.000667
-0.020070	-0.613257	-0.550470	-0.753245	-0.000579
-0.020859	-0.591255	-0.576752	-0.795170	-0.000478
-0.022564	-0.509173	-0.396283	-0.775119	-0.000568
-0.019963	-0.646259	-0.590769	-0.902718	-0.000486
-0.015870	-0.565869	-0.512800	-0.789702	-0.000508
-0.023417	-0.499865	-0.461112	-0.729548	-0.000497
-0.018087	-0.441476	-0.420813	-0.702206	-0.000546
-0.016808	-0.647951	-0.625812	-0.920946	-0.000539
-0.023523	-0.578562	-0.603034	-0.854413	-0.000529
-0.021925	-0.588717	-0.561859	-0.837096	-0.000589
-0.014015	-0.496480	-0.549594	-0.754157	-0.000525
-0.023737	-0.507481	-0.483890	-0.663926	-0.000568
-0.023992	-0.595486	-0.575000	-0.796993	-0.000513
-0.018407	-0.539637	-0.571496	-0.835273	-0.000576
-0.025037	-0.593794	-0.590769	-0.779676	-0.000512
-0.024760	-0.438091	-0.545214	-0.761448	-0.000570
-0.017277	-0.564177	-0.590769	-0.770562	-0.000543
-0.025122	-0.618334	-0.654722	-0.951934	-0.000548
-0.022394	-0.371241	-0.379638	-0.671218	-0.000598
-0.018578	-0.636105	-0.593397	-0.848033	-0.000567
-0.026508	-0.707186	-0.618803	-0.896338	-0.000580
-0.031283	-0.541329	-0.472501	-0.714966	-0.000563
-0.020688	-0.559099	-0.646837	-0.909098	-0.000566
-0.022991	-0.595486	-0.592521	-0.854413	-0.000585
-0.032989	-0.556561	-0.533825	-0.846210	-0.000603
-0.022116	-0.681800	-0.605662	-0.835273	-0.000503
-0.023950	-0.648798	-0.571496	-0.828893	-0.000591
-0.030537	-0.580255	-0.500535	-0.770562	-0.000552
-0.018194	-0.573485	-0.490022	-0.706763	-0.000565
-0.020006	-0.424552	-0.455856	-0.667572	-0.000498
-0.027531	-0.636951	-0.604786	-0.890869	-0.000494
-0.019942	-0.578562	-0.532073	-0.828893	-0.000601
-0.019985	-0.543021	-0.546966	-0.734105	-0.000515
-0.029855	-0.618334	-0.617051	-0.849855	-0.000587
-0.021775	-0.566715	-0.713418	-0.791525	-0.000507
-0.016979	-0.644567	-0.560107	-0.867172	-0.000636
-0.028150	-0.636951	-0.506667	-0.816133	-0.000510
-0.021051	-0.534559	-0.579380	-0.701294	-0.000553
-0.017128	-0.637797	-0.587265	-0.831627	-0.000517
-0.027531	-0.552330	-0.477757	-0.714966	-0.000517
-0.021328	-0.615795	-0.551346	-0.898161	-0.000527
-0.018109	-0.521020	-0.576752	-0.872641	-0.000529
-0.026615	-0.526943	-0.566239	-0.787879	-0.000512
-0.021285	-0.494787	-0.532949	-0.811576	-0.000502
-0.019622	-0.576870	-0.568868	-0.882666	-0.000518
-0.029450	-0.591255	-0.582885	-0.861704	-0.000522
-0.023033	-0.494787	-0.480385	-0.752334	-0.000541
-0.018727	-0.627642	-0.560107	-0.861704	-0.000526
-0.028640	-0.599717	-0.596025	-0.848033	-0.000639
-0.015955	-0.628489	-0.518932	-0.780588	-0.000582
-0.018109	-0.540483	-0.680127	-0.787879	-0.000523
-0.026359	-0.556561	-0.504039	-0.745042	-0.000488
-0.034460	-0.581947	-0.548718	-0.856235	-0.000598
-0.020326	-0.516789	-0.495278	-0.797905	-0.000658
-0.024611	-0.531174	-0.541710	-0.746865	-0.000542
-0.021690	-0.659798	-0.611795	-0.786056	-0.000592
-0.023332	-0.595486	-0.612671	-0.918212	-0.000484
-0.024291	-0.587024	-0.597778	-0.889958	-0.000573
-0.020987	-0.396627	-0.478633	-0.657546	-0.000504
-0.022585	-0.534559	-0.560107	-0.764182	-0.000538
-0.022884	-0.512558	-0.550470	-0.884489	-0.000509
-0.014356	-0.455015	-0.524188	-0.724991	-0.000540
-0.023012	-0.556561	-0.643333	-0.832539	-0.000530
-0.021434	-0.489710	-0.590769	-0.813399	-0.000621
-0.022266	-0.538790	-0.476005	-0.811576	-0.000459
-0.021562	-0.561638	-0.420813	-0.814310	-0.000521
-0.017128	-0.590409	-0.565363	-0.852590	-0.000573
-0.021477	-0.545560	-0.562735	-0.798816	-0.000490
-0.020432	-0.471093	-0.532073	-0.737751	-0.000544
-0.016105	-0.538790	-0.536453	-0.647521	-0.000515
-0.025698	-0.680108	-0.582885	-0.799727	-0.000520
-0.023012	-0.496480	-0.476005	-0.734105	-0.000527
-0.016019	-0.560792	-0.449723	-0.776031	-0.000604
-0.022074	-0.456708	-0.553098	-0.716789	-0.000500
-0.021690	-0.480402	-0.417309	-0.708586	-0.000506
-0.017362	-0.676723	-0.522436	-0.817044	-0.000494
-0.022585	-0.580255	-0.572372	-0.865350	-0.000492
-0.027595	-0.797731	-0.654722	-0.944643	-0.000597
-0.018109	-0.583639	-0.638076	-0.886312	-0.000546
-0.022692	-0.513404	-0.646837	-0.794259	-0.000553
-0.026252	-0.647105	-0.586389	-0.728637	-0.000549
-0.025847	-0.695339	-0.584637	-0.920946	-0.000592
-0.021008	-0.620873	-0.488270	-0.726814	-0.000547
-0.028512	-0.454169	-0.467244	-0.790613	-0.000532
-0.020496	-0.537098	-0.571496	-0.768739	-0.000623
-0.020880	-0.562484	-0.499659	-0.783322	-0.000492
-0.028896	-0.471940	-0.511924	-0.731371	-0.000631
-0.020901	-0.555715	-0.612671	-0.755979	-0.000502
-0.020965	-0.525251	-0.616175	-0.861704	-0.000613
-0.026508	-0.498172	-0.574124	-0.849855	-0.000588
-0.020795	-0.543868	-0.528569	-0.790613	-0.000604
-0.011201	-0.516789	-0.517180	-0.837096	-0.000569
-0.024014	-0.523559	-0.546966	-0.755979	-0.000654
-0.019857	-0.491403	-0.466368	-0.786968	-0.000575
-0.023225	-0.495634	-0.526817	-0.761448	-0.000565
-0.027382	-0.646259	-0.661730	-0.963783	-0.000547
-0.021882	-0.628489	-0.567992	-0.794259	-0.000492
-0.019643	-0.643720	-0.653846	-0.803373	-0.000441
-0.024717	-0.570946	-0.444467	-0.760537	-0.000506
-0.020176	-0.602256	-0.482137	-0.868084	-0.000616
-0.008067	-0.428783	-0.525941	-0.742308	-0.000582
-0.024547	-0.520174	-0.488270	-0.650255	-0.000647
-0.021605	-0.542175	-0.560107	-0.682155	-0.000561
-0.020070	-0.587024	-0.606538	-0.800639	-0.000538
-0.027553	-0.686877	-0.684508	-0.957403	-0.000573
-0.023182	-0.612411	-0.615299	-0.889046	-0.000503
-0.018471	-0.586178	-0.583761	-0.869907	-0.000599
-0.026295	-0.576024	-0.582009	-0.806107	-0.000525
-0.023438	-0.468555	-0.461112	-0.611976	-0.000607
-0.016680	-0.631873	-0.486518	-0.738663	-0.000499
-0.021861	-0.581947	-0.472501	-0.735928	-0.000666
-0.025400	-0.623411	-0.504039	-0.766916	-0.000575
-0.005424	-0.494787	-0.536453	-0.683066	-0.000563
-0.021903	-0.761344	-0.553098	-0.841653	-0.000547
-0.028107	-0.665722	-0.635448	-0.914566	-0.000554
-0.019707	-0.478709	-0.553975	-0.765094	-0.000561
-0.021882	-0.473632	-0.461112	-0.717700	-0.000508
-0.023929	-0.401704	-0.502287	-0.761448	-0.000525
-0.020262	-0.694493	-0.631068	-0.709497	-0.000562
-0.021008	-0.545560	-0.715170	-0.793348	-0.000537
-0.021456	-0.408474	-0.398036	-0.612887	-0.000476
-0.019707	-0.527790	-0.446219	-0.733194	-0.000574
-0.020027	-0.586178	-0.663482	-0.836184	-0.000590
-0.023076	-0.603102	-0.654722	-0.815222	-0.000475
-0.021285	-0.609872	-0.602158	-0.904540	-0.000578
-0.018855	-0.614103	-0.541710	-0.732283	-0.000498
-0.022564	-0.499865	-0.519808	-0.694003	-0.000555
-0.022735	-0.657260	-0.664358	-0.873552	-0.000557
-0.018578	-0.704648	-0.657350	-0.930972	-0.000499
-0.023651	-0.567561	-0.589893	-0.770562	-0.000491
-0.018407	-0.507481	-0.488270	-0.698560	-0.000527
-0.015977	-0.750343	-0.617051	-0.868995	-0.000510
-0.024163	-0.551483	-0.584637	-0.837096	-0.000503
-0.021583	-0.659798	-0.610042	-0.835273	-0.000552
-0.015998	-0.632720	-0.698525	-0.929149	-0.000512
-0.024547	-0.668261	-0.624936	-0.980188	-0.000539
-0.022287	-0.533713	-0.586389	-0.807019	-0.000505
-0.016169	-0.597179	-0.575000	-0.677598	-0.000615
-0.022841	-0.505788	-0.523312	-0.748688	-0.000506
-0.023694	-0.678415	-0.643333	-0.874464	-0.000582
-0.019260	-0.555715	-0.629316	-0.819779	-0.000539
-0.023438	-0.601410	-0.499659	-0.701294	-0.000591
-0.027020	-0.506634	-0.572372	-0.733194	-0.000514
-0.023012	-0.561638	-0.606538	-0.735928	-0.000510
-0.023118	-0.472786	-0.571496	-0.748688	-0.000542
-0.029088	-0.554868	-0.609166	-0.796082	-0.000517
-0.027510	-0.696186	-0.629316	-0.946466	-0.000581
-0.023886	-0.704648	-0.655598	-0.797905	-0.000532
-0.026210	-0.595486	-0.554851	-0.767828	-0.000550
-0.022927	-0.544714	-0.545214	-0.821602	-0.000508
-0.019857	-0.526943	-0.495278	-0.716789	-0.000573
-0.024270	-0.581101	-0.541710	-0.855324	-0.000588
-0.023225	-0.523559	-0.390151	-0.638407	-0.000548
-0.018109	-0.466862	-0.489146	-0.735017	-0.000572
-0.019409	-0.562484	-0.512800	-0.817044	-0.000540
-0.024206	-0.592948	-0.577628	-0.879021	-0.000522
-0.018705	-0.521866	-0.607414	-0.808842	-0.000570
-0.023587	-0.565023	-0.518932	-0.773296	-0.000634
-0.023545	-0.662337	-0.622307	-0.845298	-0.000550
-0.020027	-0.554022	-0.628440	-0.850767	-0.000478
-0.024845	-0.572639	-0.511048	-0.761448	-0.000443
-0.021392	-0.397473	-0.404168	-0.585544	-0.000492
-0.011585	-0.550637	-0.600406	-0.846210	-0.000530
-0.024994	-0.610718	-0.573248	-0.748688	-0.000555
-0.021605	-0.508327	-0.471625	-0.748688	-0.000587
-0.013099	-0.585332	-0.497031	-0.768739	-0.000521
-0.025037	-0.463478	-0.451475	-0.784233	-0.000566
-0.023140	-0.597179	-0.500535	-0.786968	-0.000491
-0.013760	-0.639489	-0.569744	-0.781499	-0.000556
-0.025442	-0.598871	-0.612671	-0.845298	-0.000485
-0.025463	-0.647951	-0.637200	-0.776031	-0.000547
-0.013717	-0.531174	-0.412053	-0.682155	-0.000508
-0.023481	-0.466016	-0.460236	-0.673952	-0.000479
-0.028278	-0.463478	-0.561859	-0.734105	-0.000596
-0.021051	-0.614103	-0.469873	-0.819779	-0.000601
-0.023929	-0.571793	-0.584637	-0.968340	-0.000526
-0.027787	-0.575177	-0.621431	-0.908186	-0.000463
-0.018364	-0.511712	-0.603910	-0.896338	-0.000578
-0.023396	-0.514250	-0.615299	-0.795170	-0.000490
-0.025762	-0.614103	-0.509295	-0.858970	-0.000637
-0.019025	-0.503249	-0.538205	-0.768739	-0.000505
-0.021264	-0.501557	-0.480385	-0.712231	-0.000484
-0.022585	-0.446553	-0.477757	-0.650255	-0.000480
-0.018236	-0.525251	-0.517180	-0.662103	-0.000556
-0.020923	-0.577716	-0.622307	-0.830716	-0.000616
-0.024547	-0.576870	-0.545214	-0.842564	-0.000511
-0.015977	-0.480402	-0.529445	-0.690357	-0.000623
-0.021157	-0.694493	-0.570620	-0.820690	-0.000504
-0.023737	-0.587024	-0.611795	-0.791525	-0.000630
-0.015572	-0.570946	-0.517180	-0.734105	-0.000499
-0.019068	-0.646259	-0.547842	-0.877198	-0.000484
-0.024355	-0.620027	-0.441839	-0.613798	-0.000534
-0.020198	-0.564177	-0.569744	-0.775119	-0.000540
-0.016616	-0.604795	-0.478633	-0.692180	-0.000640
-0.025762	-0.663183	-0.517180	-0.749600	-0.000573
-0.019047	-0.519327	-0.629316	-0.796993	-0.000635
-0.014911	-0.543868	-0.447095	-0.746865	-0.000466
-0.027531	-0.669107	-0.633696	-0.912743	-0.000573
-0.022820	-0.611564	-0.629316	-0.883578	-0.000516
-0.017426	-0.522712	-0.487394	-0.735928	-0.000463
-0.024334	-0.616642	-0.617927	-0.858058	-0.000510
-0.021051	-0.613257	-0.552222	-0.752334	-0.000583
-0.018855	-0.500711	-0.509295	-0.783322	-0.000593
-0.024909	-0.637797	-0.532949	-0.812487	-0.000550
-0.026529	-0.724110	-0.560107	-0.972897	-0.000628
-0.010114	-0.646259	-0.539958	-0.796993	-0.000476
-0.025293	-0.664030	-0.584637	-0.837096	-0.000587
-0.025975	-0.587871	-0.546090	-0.872641	-0.000498
-0.020326	-0.477017	-0.467244	-0.758714	-0.000605
-0.022564	-0.577716	-0.516304	-0.878109	-0.000555
-0.024931	-0.621719	-0.562735	-0.855324	-0.000482
-0.021818	-0.582793	-0.478633	-0.784233	-0.000459
-0.021264	-0.644567	-0.524188	-0.846210	-0.000533
-0.045674	-0.683492	-0.537329	-0.890869	-0.000559
-0.022138	-0.592102	-0.533825	-0.741397	-0.000514
-0.018940	-0.679261	-0.546966	-0.828893	-0.000472
-0.010157	-0.482940	-0.482137	-0.760537	-0.000480
-0.022479	-0.585332	-0.606538	-0.812487	-0.000541
-0.016893	-0.571793	-0.448847	-0.686712	-0.000556
-0.025016	-0.563330	-0.426070	-0.789702	-0.000642
-0.022244	-0.689416	-0.581132	-0.879932	-0.000546
-0.014399	-0.448246	-0.335835	-0.786968	-0.000495
-0.022777	-0.547252	-0.503163	-0.787879	-0.000578
-0.022095	-0.593794	-0.555727	-0.818867	-0.000530
-0.016403	-0.617488	-0.633696	-0.863527	-0.000619
-0.021520	-0.525251	-0.546090	-0.779676	-0.000548
-0.019878	-0.581101	-0.526817	-0.737751	-0.000610
-0.018045	-0.704648	-0.537329	-0.846210	-0.000531
-0.023950	-0.579408	-0.534701	-0.848033	-0.000575
-0.020560	-0.597179	-0.518932	-0.909098	-0.000503
-0.018407	-0.620027	-0.583761	-0.824336	-0.000539
-0.022820	-0.483787	-0.426070	-0.694914	-0.000531
-0.024760	-0.646259	-0.589017	-0.759625	-0.000555
-0.014975	-0.603102	-0.467244	-0.758714	-0.000576
-0.022628	-0.593794	-0.476005	-0.824336	-0.000539
-0.023353	-0.556561	-0.488270	-0.692180	-0.000501
-0.007833	-0.515096	-0.584637	-0.750511	-0.000527
-0.022692	-0.514250	-0.417309	-0.726814	-0.000542
-0.025250	-0.622565	-0.521560	-0.733194	-0.000520
-0.020454	-0.595486	-0.556603	-0.787879	-0.000511
-0.023182	-0.603949	-0.500535	-0.913655	-0.000578
-0.025378	-0.575177	-0.561859	-0.901806	-0.000643
-0.021328	-0.712264	-0.568868	-0.900895	-0.000615
-0.021967	-0.569254	-0.477757	-0.774208	-0.000495
-0.025314	-0.570100	-0.587265	-0.864438	-0.000588
-0.022394	-0.694493	-0.664358	-0.983834	-0.000492
-0.020134	-0.601410	-0.552222	-0.772385	-0.000533
-0.018983	-0.579408	-0.475129	-0.858970	-0.000460
-0.019899	-0.571793	-0.450599	-0.769651	-0.000520
-0.019324	-0.611564	-0.394531	-0.782411	-0.000546
-0.022479	-0.524405	-0.404168	-0.797905	-0.000596
-0.018492	-0.538790	-0.483014	-0.814310	-0.000619
-0.016446	-0.691108	-0.586389	-0.879021	-0.000562
-0.024461	-0.587871	-0.431326	-0.824336	-0.000589
-0.022394	-0.695339	-0.575000	-0.787879	-0.000470
-0.015081	-0.572639	-0.451475	-0.805196	-0.000567
-0.024461	-0.661491	-0.536453	-0.780588	-0.000502
-0.020901	-0.618334	-0.466368	-0.703117	-0.000544
-0.018364	-0.713110	-0.658226	-0.871729	-0.000485
-0.024483	-0.648798	-0.525065	-0.823424	-0.000519
-0.022010	-0.642028	-0.453227	-0.805196	-0.000456
-0.019281	-0.630181	-0.541710	-0.916389	-0.000559
-0.023140	-0.498172	-0.404168	-0.716789	-0.000543
-0.021498	-0.608180	-0.497907	-0.801550	-0.000533
-0.015145	-0.572639	-0.320942	-0.792436	-0.000498
-0.025869	-0.541329	-0.405920	-0.704940	-0.000529
-0.025527	-0.604795	-0.548718	-0.850767	-0.000597
-0.025805	-0.723264	-0.638953	-0.872641	-0.000523
-0.028214	-0.706340	-0.463740	-0.848944	-0.000582
-0.026977	-0.552330	-0.502287	-0.812487	-0.000541
-0.019665	-0.523559	-0.500535	-0.808842	-0.000482
-0.028661	-0.680954	-0.635448	-0.849855	-0.000477
-0.025442	-0.598871	-0.520684	-0.838918	-0.000519
-0.022713	-0.614103	-0.535577	-0.746865	-0.000560
-0.024163	-0.630181	-0.430450	-0.744131	-0.000468
-0.021520	-0.712264	-0.494402	-0.828893	-0.000478
-0.020731	-0.639489	-0.590769	-0.839830	-0.000529
-0.022394	-0.570100	-0.384895	-0.806107	-0.000575
-0.022863	-0.571793	-0.423441	-0.819779	-0.000466
-0.019025	-0.520174	-0.358613	-0.649344	-0.000552
-0.019537	-0.566715	-0.428698	-0.724991	-0.000543
-0.022436	-0.522712	-0.340216	-0.698560	-0.000562
-0.020880	-0.590409	-0.443591	-0.780588	-0.000499
-0.019068	-0.649644	-0.504915	-0.782411	-0.000591
-0.023545	-0.635258	-0.486518	-0.731371	-0.000525
-0.023545	-0.780807	-0.673995	-0.868995	-0.000550
-0.018172	-0.567561	-0.388399	-0.862615	-0.000574
-0.020176	-0.658106	-0.542586	-0.817044	-0.000531
-0.021136	-0.543868	-0.419061	-0.698560	-0.000549
-0.014165	-0.466862	-0.444467	-0.682155	-0.000542
-0.021178	-0.585332	-0.510171	-0.902718	-0.000561
-0.025634	-0.664876	-0.432202	-0.834361	-0.000557
-0.020134	-0.600564	-0.432202	-0.781499	-0.000554
-0.022607	-0.750343	-0.483890	-1.010265	-0.000514
-0.029109	-0.702955	-0.629316	-0.870818	-0.000596
-0.016446	-0.632720	-0.491774	-0.864438	-0.000618
-0.020539	-0.573485	-0.534701	-0.882666	-0.000530
-0.028853	-0.691954	-0.487394	-0.866261	-0.000620
-0.022287	-0.636951	-0.524188	-0.860792	-0.000534
-0.020176	-0.504942	-0.501411	-0.755068	-0.000541
-0.030239	-0.620873	-0.484766	-0.880844	-0.000528
-0.022458	-0.768960	-0.583761	-0.960137	-0.000631
-0.020475	-0.551483	-0.421689	-0.871729	-0.000524
-0.026210	-0.658952	-0.587265	-0.859881	-0.000550
-0.021200	-0.592948	-0.520684	-0.796993	-0.000507
-0.020347	-0.641182	-0.549594	-0.958314	-0.000531
-0.025890	-0.587871	-0.552222	-0.826159	-0.000563
-0.020603	-0.705494	-0.491774	-0.877198	-0.000539
-0.018194	-0.743573	-0.576752	-0.889046	-0.000592
-0.023758	-0.667414	-0.465492	-0.816133	-0.000537
-0.018748	-0.581101	-0.382266	-0.733194	-0.000573
-0.016147	-0.610718	-0.413805	-0.786056	-0.000503
-0.026252	-0.741881	-0.435706	-0.877198	-0.000575
-0.020539	-0.642874	-0.473377	-0.814310	-0.000528
-0.014122	-0.537098	-0.454980	-0.724080	-0.000536
