Time domain signal
Samplerate: 100000 Samples/sec
Col 1 [N]	Model: Hammer PCB 056E80	SerialNr.: 27038	Sensitivity: 0,023300000  [V/N]	PreampGain: 10,0	SensorPosition: Bridge_left_top	
Col 2 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 82951	Sensitivity: 0,000587000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Bridge_left_top	
Col 3 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 82745	Sensitivity: 0,000567000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Bridge_right_top	
Col 4 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 125624	Sensitivity: 0,000545000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Cello Body	
Col 5 [m/s]	Model: Polytec IVS-400	SerialNr.: 0170642	Sensitivity: 40,000000000  [V/m/s]	PreampGain: 1,0	SensorPosition: Bridge_right_top	
DataLines: 114688
Col 1 [N]	Col 2 [m/s^2]	Col 3 [m/s^2]	Col 4 [m/s^2]	Col 5 [m/s]	
-0.019473	-1.123522	-0.585513	-1.001151	-0.000579
-0.016062	-1.115906	-0.740576	-1.030316	-0.000568
-0.022138	-1.022823	-0.619679	-0.890869	-0.000515
-0.020518	-1.014361	-0.625812	-0.930060	-0.000671
-0.016510	-1.127753	-0.589017	-0.925503	-0.000583
-0.023118	-1.076980	-0.688888	-1.002062	-0.000477
-0.023523	-1.062595	-0.560983	-0.953757	-0.000541
-0.014740	-1.038055	-0.565363	-0.977454	-0.000592
-0.020539	-1.079519	-0.579380	-0.976542	-0.000588
-0.027681	-1.203912	-0.779122	-1.154269	-0.000486
-0.018876	-1.102367	-0.564487	-1.008442	-0.000587
-0.021605	-1.119291	-0.699401	-1.158826	-0.000538
-0.028107	-0.967819	-0.568868	-0.917300	-0.000583
-0.018343	-0.950895	-0.575000	-0.931883	-0.000544
-0.018684	-0.950895	-0.462864	-0.877198	-0.000574
-0.025869	-1.142139	-0.725683	-1.127838	-0.000533
-0.025975	-1.137061	-0.718674	-1.082267	-0.000497
-0.020049	-1.098136	-0.722178	-1.077710	-0.000521
-0.022458	-1.054133	-0.556603	-0.910920	-0.000531
-0.023332	-1.071057	-0.560983	-0.910920	-0.000636
-0.016787	-0.975435	-0.631068	-0.998416	-0.000493
-0.016467	-0.985590	-0.519808	-0.896338	-0.000543
-0.022458	-1.068518	-0.632820	-0.880844	-0.000528
-0.019217	-1.158217	-0.679251	-1.108698	-0.000544
-0.023651	-1.113367	-0.689764	-1.025759	-0.000430
-0.020539	-0.953434	-0.573248	-0.926415	-0.000493
-0.013930	-0.973743	-0.673119	-0.986568	-0.000539
-0.026082	-1.262300	-0.747584	-1.074064	-0.000515
-0.022713	-1.010976	-0.642457	-0.981100	-0.000622
-0.013056	-1.038055	-0.485642	-0.967428	-0.000509
-0.023587	-1.048209	-0.593397	-0.951023	-0.000602
-0.022692	-1.022823	-0.699401	-0.955580	-0.000520
-0.010796	-1.129445	-0.671367	-1.069507	-0.000540
-0.021626	-0.951741	-0.469873	-0.873552	-0.000509
-0.021136	-1.097289	-0.616175	-0.900895	-0.000563
-0.009197	-0.928893	-0.531197	-0.810665	-0.000555
-0.021498	-0.990667	-0.556603	-0.864438	-0.000491
-0.024014	-1.034670	-0.695897	-0.938263	-0.000511
-0.011009	-1.022823	-0.564487	-0.971985	-0.000541
-0.025655	-1.103213	-0.677499	-1.062216	-0.000613
-0.025805	-0.967819	-0.587265	-0.906363	-0.000522
-0.018045	-1.077827	-0.665234	-0.944643	-0.000584
-0.022905	-1.050748	-0.586389	-1.038519	-0.000462
-0.029599	-1.066826	-0.634572	-1.017556	-0.000494
-0.014868	-1.049055	-0.637200	-0.939174	-0.000586
-0.020347	-0.954280	-0.558355	-0.969251	-0.000582
-0.024525	-1.108290	-0.608290	-0.922769	-0.000605
-0.013354	-0.987282	-0.461988	-0.908186	-0.000596
-0.018876	-1.044824	-0.651217	-0.868084	-0.000610
-0.025016	-1.103213	-0.677499	-1.095027	-0.000592
-0.017320	-1.052440	-0.590769	-0.987479	-0.000595
-0.018641	-0.953434	-0.664358	-0.952846	-0.000510
-0.021733	-1.091366	-0.624936	-0.915478	-0.000560
-0.015977	-0.962742	-0.617927	-0.857147	-0.000512
-0.015550	-0.842580	-0.502287	-0.808842	-0.000581
-0.025463	-1.123522	-0.648589	-1.009354	-0.000577
-0.019025	-0.988974	-0.659102	-1.009354	-0.000503
-0.016126	-1.022823	-0.606538	-1.015733	-0.000498
-0.023886	-0.825656	-0.465492	-0.835273	-0.000529
-0.017170	-1.011822	-0.631068	-0.935529	-0.000556
-0.016083	-1.010130	-0.580256	-0.903629	-0.000600
-0.024184	-1.046517	-0.643333	-0.994771	-0.000584
-0.020496	-1.098136	-0.701153	-0.950111	-0.000474
-0.018919	-1.063441	-0.672243	-1.114167	-0.000530
-0.024632	-0.981359	-0.569744	-1.015733	-0.000489
-0.018194	-1.041439	-0.627564	-0.994771	-0.000538
-0.017448	-1.120137	-0.649465	-1.052190	-0.000579
-0.021861	-1.120137	-0.567115	-0.900895	-0.000563
-0.019793	-1.034670	-0.544338	-0.960137	-0.000596
-0.017170	-1.076980	-0.719550	-1.034873	-0.000514
-0.023779	-1.107444	-0.662606	-1.131483	-0.000530
-0.023204	-0.988974	-0.649465	-1.023025	-0.000514
-0.018578	-1.006745	-0.559231	-0.871729	-0.000551
-0.022116	-1.038901	-0.567992	-1.015733	-0.000496
-0.024270	-0.960203	-0.641581	-0.921857	-0.000528
-0.020688	-1.017746	-0.698525	-1.070418	-0.000486
-0.019601	-1.016053	-0.614423	-0.960137	-0.000560
-0.019686	-0.960203	-0.637200	-0.910920	-0.000606
-0.020645	-1.120137	-0.692392	-1.017556	-0.000620
-0.019047	-1.041439	-0.681003	-0.968340	-0.000548
-0.017021	-0.951741	-0.569744	-0.937352	-0.000494
-0.020603	-1.091366	-0.698525	-1.050367	-0.000566
-0.018812	-1.042286	-0.682756	-1.021202	-0.000472
-0.018151	-1.040593	-0.605662	-1.023936	-0.000568
-0.017831	-0.965281	-0.591645	-0.856235	-0.000605
-0.018833	-1.057517	-0.661730	-1.088647	-0.000522
-0.045993	-1.156524	-0.658226	-0.961960	-0.000526
-0.020454	-1.122676	-0.635448	-1.040342	-0.000495
-0.014292	-1.052440	-0.749336	-1.014822	-0.000552
-0.025591	-1.124368	-0.593397	-1.110521	-0.000512
-0.022244	-1.104059	-0.728311	-1.027582	-0.000603
-0.014271	-1.093058	-0.679251	-1.120546	-0.000540
-0.024867	-1.101520	-0.663482	-1.020291	-0.000591
-0.020731	-1.072749	-0.611795	-1.031228	-0.000569
-0.014932	-1.005899	-0.617051	-0.996594	-0.000514
-0.024845	-1.070211	-0.567115	-0.944643	-0.000496
-0.022927	-1.136215	-0.579380	-1.012088	-0.000496
-0.015913	-1.030439	-0.647713	-1.002062	-0.000515
-0.019473	-0.919585	-0.515428	-0.937352	-0.000470
-0.024952	-1.116752	-0.599530	-0.952846	-0.000541
-0.017981	-1.070211	-0.743204	-1.063127	-0.000498
-0.022735	-1.111675	-0.627564	-1.016645	-0.000586
-0.025549	-1.024515	-0.584637	-0.947377	-0.000511
-0.017426	-1.005052	-0.615299	-1.033962	-0.000587
-0.020134	-0.988128	-0.517180	-0.896338	-0.000515
-0.020901	-0.956818	-0.493526	-0.939174	-0.000495
-0.017938	-1.044824	-0.596025	-0.959226	-0.000593
-0.020006	-1.000821	-0.648589	-0.982011	-0.000544
-0.021242	-1.075288	-0.577628	-1.008442	-0.000647
-0.018919	-1.174295	-0.719550	-1.017556	-0.000481
-0.019771	-1.170064	-0.780874	-1.131483	-0.000541
-0.021093	-1.054133	-0.624059	-1.046722	-0.000480
-0.016723	-0.937356	-0.513676	-0.822513	-0.000504
-0.013845	-0.954280	-0.376134	-0.909098	-0.000462
-0.019750	-0.950895	-0.548718	-0.867172	-0.000588
-0.019537	-1.097289	-0.694144	-1.021202	-0.000600
-0.016808	-1.043132	-0.585513	-1.088647	-0.000528
-0.021349	-1.019438	-0.645085	-0.875375	-0.000611
-0.018428	-1.060056	-0.651217	-1.014822	-0.000492
-0.015103	-1.170910	-0.671367	-1.064950	-0.000496
-0.023481	-1.166679	-0.652969	-1.031228	-0.000488
-0.021520	-1.132830	-0.735319	-1.135129	-0.000438
-0.013823	-1.024515	-0.577628	-1.045810	-0.000503
-0.022394	-1.028746	-0.613547	-0.957403	-0.000531
-0.020240	-1.012668	-0.610919	-1.051279	-0.000563
-0.015294	-1.062595	-0.697649	-0.904540	-0.000533
-0.022095	-1.138754	-0.700277	-0.990214	-0.000609
-0.022521	-0.955126	-0.659102	-0.987479	-0.000489
-0.016467	-1.060902	-0.610042	-0.977454	-0.000533
-0.022479	-0.977974	-0.652093	-0.992037	-0.000518
-0.022244	-0.913662	-0.503163	-0.940997	-0.000552
-0.010945	-0.981359	-0.521560	-0.914566	-0.000489
-0.022415	-0.958511	-0.433954	-0.933706	-0.000550
-0.024547	-1.004206	-0.579380	-0.898161	-0.000568
-0.021434	-1.041439	-0.683632	-1.043987	-0.000459
-0.022095	-1.089673	-0.463740	-1.000239	-0.000513
-0.022564	-1.024515	-0.517180	-0.917300	-0.000506
-0.017853	-1.065980	-0.589017	-0.940997	-0.000550
-0.019196	-1.029593	-0.638953	-1.002062	-0.000506
-0.023118	-0.994052	-0.489146	-0.952846	-0.000601
-0.019260	-1.019438	-0.566239	-0.868995	-0.000463
-0.024291	-0.884044	-0.475129	-0.900895	-0.000576
-0.020987	-0.966973	-0.587265	-0.969251	-0.000637
-0.019857	-1.062595	-0.671367	-0.995682	-0.000497
-0.021285	-0.938202	-0.576752	-0.872641	-0.000647
-0.020603	-1.137061	-0.663482	-1.068596	-0.000555
-0.020944	-1.098982	-0.645085	-1.072241	-0.000528
-0.022884	-1.179372	-0.734443	-1.052190	-0.000467
-0.022116	-1.047363	-0.606538	-0.972897	-0.000510
-0.017192	-0.991513	-0.546966	-0.992948	-0.000494
-0.013909	-0.836656	-0.495278	-0.861704	-0.000530
-0.020496	-0.900969	-0.559231	-0.897249	-0.000523
-0.021392	-1.189526	-0.742328	-1.131483	-0.000517
-0.017661	-1.151447	-0.772114	-1.042165	-0.000501
-0.023246	-1.159063	-0.589893	-1.068596	-0.000570
-0.019409	-1.032131	-0.716046	-0.997505	-0.000525
-0.018002	-1.074442	-0.609166	-0.959226	-0.000500
-0.017874	-1.095597	-0.688012	-1.025759	-0.000511
-0.022841	-1.095597	-0.683632	-1.006619	-0.000502
-0.021051	-1.098982	-0.688888	-0.982011	-0.000632
-0.020049	-1.050748	-0.679251	-1.043076	-0.000551
-0.022948	-0.962742	-0.618803	-0.992948	-0.000511
-0.017234	-0.948356	-0.550470	-0.977454	-0.000450
-0.015103	-0.966127	-0.327951	-0.745042	-0.000619
-0.024312	-0.966127	-0.495278	-0.912743	-0.000608
-0.021647	-1.071903	-0.565363	-0.921857	-0.000507
-0.021456	-1.150601	-0.688012	-1.132395	-0.000553
-0.028981	-1.109983	-0.802776	-1.034873	-0.000549
-0.019622	-1.043978	-0.607414	-1.076798	-0.000512
-0.016488	-0.992359	-0.548718	-0.991125	-0.000508
-0.022244	-1.005052	-0.511048	-0.930060	-0.000560
-0.018791	-1.036362	-0.645085	-1.032139	-0.000427
-0.016147	-1.010976	-0.595149	-0.962871	-0.000531
-0.022969	-1.115906	-0.625812	-0.981100	-0.000456
-0.020773	-1.079519	-0.620555	-1.156092	-0.000506
-0.016211	-0.942433	-0.594273	-1.023025	-0.000531
-0.023438	-1.076980	-0.594273	-1.028493	-0.000564
-0.021072	-1.110829	-0.655598	-1.072241	-0.000561
-0.012992	-1.070211	-0.637200	-1.023025	-0.000487
-0.026551	-1.053286	-0.696773	-1.013911	-0.000565
-0.020240	-1.063441	-0.666986	-1.020291	-0.000522
-0.010242	-1.007591	-0.602158	-0.930972	-0.000630
-0.023140	-1.014361	-0.673995	-0.948289	-0.000620
-0.021541	-1.152293	-0.659102	-1.042165	-0.000567
-0.013056	-1.023669	-0.638076	-1.081355	-0.000587
-0.027403	-1.182757	-0.751964	-1.105052	-0.000531
-0.021520	-1.101520	-0.744080	-0.987479	-0.000575
-0.012374	-1.036362	-0.708161	-1.005708	-0.000499
-0.026785	-1.052440	-0.731815	-1.012999	-0.000529
-0.023140	-1.173448	-0.638076	-1.134218	-0.000552
-0.015572	-1.170910	-0.695897	-1.052190	-0.000584
-0.025655	-1.154832	-0.670491	-1.092292	-0.000565
-0.023118	-1.127753	-0.629316	-1.142420	-0.000509
-0.013866	-0.982205	-0.642457	-0.940086	-0.000582
-0.021605	-1.065980	-0.573248	-0.952846	-0.000513
-0.024483	-0.958511	-0.522436	-0.929149	-0.000648
-0.015913	-0.903507	-0.573248	-0.999328	-0.000510
-0.021498	-1.084596	-0.648589	-0.976542	-0.000552
-0.025421	-0.997437	-0.555727	-0.992037	-0.000500
-0.018769	-1.207297	-0.744080	-1.086824	-0.000588
-0.020198	-1.039747	-0.515428	-1.002974	-0.000555
-0.020539	-0.922124	-0.597778	-0.867172	-0.000562
-0.018066	-1.153139	-0.722178	-1.010265	-0.000626
-0.018833	-0.925509	-0.512800	-0.848944	-0.000511
-0.022500	-0.989821	-0.589893	-0.963783	-0.000522
-0.017490	-1.099828	-0.672243	-1.131483	-0.000552
-0.018258	-1.060056	-0.639829	-0.972897	-0.000583
-0.013312	-0.973743	-0.610042	-0.977454	-0.000510
-0.015081	-1.084596	-0.634572	-0.985657	-0.000493
-0.018769	-1.124368	-0.736195	-1.042165	-0.000511
-0.020923	-1.016899	-0.566239	-0.995682	-0.000601
-0.019750	-1.004206	-0.635448	-1.003885	-0.000552
-0.018364	-1.259762	-0.818545	-1.167029	-0.000450
-0.024184	-1.115906	-0.717798	-1.047633	-0.000569
-0.020304	-1.017746	-0.606538	-0.960137	-0.000530
-0.013163	-0.958511	-0.571496	-0.876287	-0.000606
-0.021967	-1.084596	-0.581132	-1.035785	-0.000504
-0.021754	-1.091366	-0.723930	-0.940997	-0.000570
-0.018556	-1.147216	-0.702905	-1.048544	-0.000470
-0.022884	-1.010976	-0.618803	-0.992948	-0.000567
-0.021477	-1.012668	-0.681003	-0.961048	-0.000554
-0.018535	-1.129445	-0.806280	-1.115078	-0.000524
-0.021157	-1.087981	-0.583761	-1.043076	-0.000500
-0.021818	-0.966127	-0.564487	-0.946466	-0.000648
-0.017981	-1.037208	-0.699401	-1.036696	-0.000619
-0.021839	-1.067672	-0.628440	-0.951023	-0.000481
-0.025421	-1.060056	-0.537329	-0.923680	-0.000524
-0.015486	-0.999129	-0.626688	-0.875375	-0.000531
-0.021477	-1.049902	-0.671367	-1.063127	-0.000518
-0.021818	-1.043132	-0.689764	-1.061304	-0.000485
-0.016680	-1.014361	-0.646837	-0.992037	-0.000432
-0.018897	-1.033824	-0.580256	-0.953757	-0.000383
-0.024461	-1.107444	-0.628440	-0.935529	-0.000504
-0.016211	-1.006745	-0.560983	-0.952846	-0.000396
-0.014719	-0.942433	-0.538205	-0.952846	-0.000484
-0.020112	-1.154832	-0.659978	-1.091381	-0.000555
-0.019963	-1.197142	-0.727435	-1.056747	-0.000496
-0.015167	-0.992359	-0.556603	-0.918212	-0.000620
-0.013802	-1.020284	-0.507543	-0.925503	-0.000553
-0.017341	-1.025361	-0.642457	-0.861704	-0.000587
-0.025869	-0.897584	-0.488270	-0.886312	-0.000582
-0.020667	-0.998283	-0.572372	-0.852590	-0.000578
-0.018791	-1.101520	-0.664358	-0.970163	-0.000458
-0.009688	-1.098136	-0.645961	-0.996594	-0.000522
-0.021839	-1.031285	-0.567115	-0.962871	-0.000604
-0.019132	-1.052440	-0.659102	-1.085913	-0.000565
-0.011606	-1.053286	-0.559231	-1.032139	-0.000644
-0.021136	-1.063441	-0.576752	-1.044899	-0.000531
-0.019409	-1.010976	-0.544338	-1.016645	-0.000589
-0.012502	-1.022823	-0.556603	-1.037607	-0.000528
-0.021477	-0.991513	-0.610919	-0.930972	-0.000567
-0.034822	-1.118445	-0.695897	-0.997505	-0.000581
-0.013674	-0.986436	-0.632820	-1.014822	-0.000542
-0.021711	-1.031285	-0.621431	-1.003885	-0.000582
-0.026338	-1.016053	-0.602158	-0.889046	-0.000530
-0.013866	-1.117598	-0.559231	-0.938263	-0.000608
-0.022116	-1.150601	-0.667863	-1.068596	-0.000502
-0.030836	-1.168371	-0.624059	-1.012088	-0.000587
-0.019004	-1.080365	-0.705533	-1.033050	-0.000511
-0.020475	-1.137061	-0.610042	-0.943731	-0.000563
-0.028171	-1.081211	-0.655598	-0.995682	-0.000519
-0.014868	-0.998283	-0.461112	-0.939174	-0.000608
-0.020773	-0.987282	-0.511924	-0.901806	-0.000577
-0.029024	-1.050748	-0.560107	-0.983834	-0.000550
-0.018386	-1.077827	-0.536453	-0.973808	-0.000539
-0.021200	-1.076134	-0.508419	-0.982011	-0.000596
-0.024525	-0.926355	-0.519808	-0.914566	-0.000647
-0.006575	-0.878121	-0.440963	-0.781499	-0.000528
-0.018514	-1.002514	-0.482137	-0.906363	-0.000532
-0.025805	-1.123522	-0.688888	-1.042165	-0.000518
-0.018492	-1.137908	-0.631068	-0.935529	-0.000533
-0.018620	-1.076980	-0.694144	-0.994771	-0.000494
-0.026295	-1.174295	-0.656474	-1.092292	-0.000525
-0.019963	-1.080365	-0.702029	-1.119635	-0.000466
-0.014037	-1.048209	-0.492650	-0.961960	-0.000535
-0.024696	-0.886583	-0.563611	-0.928237	-0.000569
-0.024440	-1.057517	-0.673119	-1.014822	-0.000474
-0.014996	-1.095597	-0.593397	-1.008442	-0.000576
-0.024056	-1.090520	-0.657350	-1.131483	-0.000523
-0.013994	-1.022823	-0.546966	-0.980188	-0.000520
-0.013482	-1.021130	-0.539081	-0.928237	-0.000529
-0.024653	-1.035516	-0.589017	-0.960137	-0.000554
