Time domain signal
Samplerate: 100000 Samples/sec
Col 1 [N]	Model: Hammer PCB 056E80	SerialNr.: 27038	Sensitivity: 0,023300000  [V/N]	PreampGain: 10,0	SensorPosition: Bridge_left_top	
Col 2 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 82951	Sensitivity: 0,000587000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Bridge_left_top	
Col 3 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 82745	Sensitivity: 0,000567000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Bridge_right_top	
Col 4 [m/s^2]	Model: ACC PCB 352C23	SerialNr.: 125624	Sensitivity: 0,000545000  [V/m/s^2]	PreampGain: 10,0	SensorPosition: Cello Body	
Col 5 [m/s]	Model: Polytec IVS-400	SerialNr.: 0170642	Sensitivity: 40,000000000  [V/m/s]	PreampGain: 1,0	SensorPosition: Bridge_right_top	
DataLines: 114688
Col 1 [N]	Col 2 [m/s^2]	Col 3 [m/s^2]	Col 4 [m/s^2]	Col 5 [m/s]	
-0.008963	-0.647105	-0.263998	-0.704029	-0.000538
-0.020006	-0.604795	-0.232460	-0.634761	-0.000535
-0.014975	-0.675876	-0.269255	-0.627470	-0.000524
-0.008472	-0.699570	-0.218443	-0.759625	-0.000506
-0.023630	-0.704648	-0.354233	-0.746865	-0.000443
-0.020432	-0.875582	-0.323570	-0.769651	-0.000505
-0.009240	-0.592102	-0.207054	-0.724991	-0.000592
-0.022991	-0.824810	-0.355109	-0.812487	-0.000488
-0.019217	-0.748651	-0.243849	-0.652078	-0.000602
-0.012544	-0.760498	-0.274511	-0.687623	-0.000469
-0.022010	-0.741035	-0.232460	-0.789702	-0.000599
-0.021200	-0.745266	-0.302545	-0.626558	-0.000520
-0.011564	-0.708879	-0.219319	-0.620178	-0.000523
-0.020304	-0.697878	-0.273635	-0.646609	-0.000559
-0.022159	-0.761344	-0.292032	-0.703117	-0.000480
-0.012758	-0.741035	-0.264874	-0.632938	-0.000579
-0.019324	-0.720726	-0.254361	-0.657546	-0.000501
-0.021775	-0.799423	-0.286776	-0.655724	-0.000562
-0.016595	-0.814655	-0.302545	-0.678509	-0.000496
-0.016744	-0.629335	-0.185153	-0.696737	-0.000569
-0.016638	-0.699570	-0.264874	-0.588279	-0.000610
-0.015486	-0.636105	-0.198294	-0.576430	-0.000539
-0.013312	-0.724110	-0.195665	-0.639318	-0.000477
-0.018471	-0.742727	-0.312182	-0.646609	-0.000509
-0.018343	-0.659798	-0.239468	-0.550911	-0.000506
-0.015145	-0.757113	-0.249981	-0.632027	-0.000493
-0.020155	-0.699570	-0.278015	-0.716789	-0.000545
-0.016808	-0.746958	-0.301669	-0.682155	-0.000478
-0.012416	-0.644567	-0.221071	-0.705852	-0.000533
-0.018471	-0.640336	-0.221947	-0.656635	-0.000535
-0.017682	-0.683492	-0.256990	-0.698560	-0.000539
-0.011841	-0.742727	-0.292908	-0.737751	-0.000532
-0.020518	-0.675876	-0.329703	-0.675775	-0.000498
-0.018727	-0.908584	-0.356861	-0.746865	-0.000526
-0.013269	-0.734265	-0.278891	-0.739574	-0.000523
-0.018748	-0.639489	-0.224575	-0.543619	-0.000556
-0.018983	-0.786730	-0.378762	-0.720434	-0.000550
-0.014250	-0.801116	-0.405920	-0.774208	-0.000532
-0.020198	-0.751189	-0.329703	-0.763271	-0.000535
-0.018279	-0.719879	-0.252609	-0.675775	-0.000643
-0.013951	-0.783345	-0.301669	-0.700383	-0.000542
-0.020496	-0.698724	-0.234212	-0.709497	-0.000519
-0.023779	-0.843426	-0.415557	-0.813399	-0.000554
-0.012651	-0.745266	-0.327951	-0.768739	-0.000614
-0.019857	-0.669953	-0.253485	-0.661192	-0.000585
-0.020837	-0.773191	-0.250857	-0.592836	-0.000445
-0.014186	-0.610718	-0.294660	-0.575519	-0.000598
-0.017618	-0.625950	-0.253485	-0.626558	-0.000512
-0.024739	-0.713110	-0.312182	-0.714966	-0.000583
-0.015678	-0.750343	-0.249105	-0.702206	-0.000559
-0.016339	-0.709725	-0.296412	-0.697649	-0.000565
-0.018194	-0.583639	-0.165003	-0.529037	-0.000405
-0.014783	-0.607333	-0.254361	-0.632027	-0.000486
-0.015124	-0.701263	-0.285900	-0.660281	-0.000537
-0.018897	-0.564177	-0.191285	-0.672129	-0.000445
-0.016744	-0.625104	-0.263122	-0.671218	-0.000588
-0.015827	-0.828194	-0.442715	-0.745954	-0.000480
-0.018940	-0.665722	-0.221947	-0.684889	-0.000539
-0.016296	-0.702955	-0.314810	-0.714966	-0.000486
-0.010519	-0.652183	-0.204426	-0.694003	-0.000484
-0.020901	-0.673338	-0.318314	-0.663015	-0.000560
-0.019643	-0.730034	-0.306925	-0.744131	-0.000553
-0.012075	-0.676723	-0.318314	-0.690357	-0.000497
-0.020987	-0.818040	-0.367373	-0.698560	-0.000530
-0.020049	-0.603102	-0.235964	-0.536328	-0.000475
-0.009816	-0.584486	-0.239468	-0.587367	-0.000481
-0.021264	-0.802808	-0.322694	-0.735928	-0.000538
-0.020880	-0.704648	-0.249981	-0.657546	-0.000537
-0.011031	-0.691954	-0.306049	-0.624735	-0.000603
-0.021754	-0.820578	-0.348976	-0.763271	-0.000513
-0.022244	-0.672492	-0.351604	-0.716789	-0.000524
-0.011969	-0.667414	-0.290280	-0.709497	-0.000514
-0.018002	-0.653875	-0.261370	-0.652078	-0.000582
-0.022394	-0.688570	-0.220195	-0.555468	-0.000535
-0.013184	-0.745266	-0.336711	-0.758714	-0.000539
-0.021093	-0.817194	-0.285900	-0.776031	-0.000588
-0.022287	-0.674184	-0.289404	-0.658458	-0.000528
-0.011350	-0.645413	-0.209682	-0.540885	-0.000647
-0.017959	-0.588717	-0.166755	-0.535416	-0.000508
-0.023907	-0.682646	-0.115068	-0.632938	-0.000487
-0.016105	-0.659798	-0.230708	-0.619267	-0.000521
-0.020795	-0.812963	-0.411177	-0.743220	-0.000526
-0.025826	-0.696186	-0.221947	-0.552733	-0.000467
-0.013333	-0.611564	-0.244725	-0.624735	-0.000469
-0.016957	-0.684339	-0.200046	-0.627470	-0.000573
-0.023246	-0.779114	-0.242097	-0.702206	-0.000489
0.009094	-0.709725	-0.357737	-0.704940	-0.000563
-0.018364	-0.821425	-0.346348	-0.860792	-0.000551
-0.022415	-0.781653	-0.364745	-0.747777	-0.000611
-0.010604	-0.702955	-0.238592	-0.657546	-0.000512
-0.011457	-0.699570	-0.247353	-0.566405	-0.000546
